word_mf2,label_raw,c_numerical,num_cnum,sentence_sep
您好很高兴为您服务喂你好我那个手机那个流量三十元的那个加油包到到期了帮我关了吧,办理取消,1,2,您好很高兴为您服务[SEP]喂你好我那个手机那个流量三十元的那个加油包到到期了帮我关了吧
高兴服务喂你好给我查一下这手机都开通啥业务您现在收费的十八套餐一个三十元的流量包校讯通是两个学生哦那个三十元流量包给我去掉给我去可以去掉吧啊行那就不用了吗不用了行那它这个取消立即生效我看里面还有赠送的省内流量那取消之后就不能再用了好吧好不用了不是去掉了还有那个一个一个还有一个校讯通可以给我去掉不能给我送那个校讯通还有可以去掉吗嗯我说一个一个来咱们先取消这个流量包再用那个校讯通的好吧,办理取消,1,2,高兴服务[SEP]喂你好给我查一下这手机都开通啥业务[SEP]您现在收费的十八套餐一个三十元的流量包校讯通是两个学生[SEP]哦那个三十元流量包给我去掉给我去可以去掉吧[SEP]啊行那就不用了吗[SEP]不用了[SEP]行那它这个取消立即生效我看里面还有赠送的省内流量那取消之后就不能再用了好吧[SEP]好不用了不是去掉了还有那个一个一个还有一个校讯通可以给我去掉不能给我送那个校讯通还有可以去掉吗[SEP]嗯我说一个一个来咱们先取消这个流量包再用那个校讯通的好吧
呃您好很高兴为您服务喂你好我想我想问一下就是说什么开一个八块钱的彩铃啊开了吗你看看啊我帮您核实一下在这边显示彩铃已经开了请问不想要吗不是就开了个人说扣了吗这个费用的话在这边显示扣了就是说现在没扣它稍后也会扣的啊就是那我现在不要就是不敢骗了呗对是的请按一那那要是我下个月不想让我等下个月再取消吧那您需要在这个月的月末之前取消哎行怎么谁说的我都不道那行好了那我这边帮您取消了不是怎么写现在取消不也扣费了吗对是的那您要记得月末之前联系我们取消要不然下个月收费可以吗啊我就我就说我用啊来天呗这钱都花了可以的那请问还有什么可以帮助您的没事了好了,办理取消,1,2,呃[SEP]您好很高兴为您服务[SEP]喂你好我想我想问一下就是说什么开一个八块钱的彩铃啊开了吗你看看[SEP]啊我帮您核实一下在这边显示彩铃已经开了请问不想要吗[SEP]不是就开了个人说扣了吗[SEP]这个费用的话在这边显示扣了就是说现在没扣它稍后也会扣的[SEP]啊就是那我现在不要就是不敢骗了呗[SEP]对是的请[SEP]按一那那要是我下个月不想让我等下个月再取消吧[SEP]那您需要在这个月的月末之前取消[SEP]哎行[SEP]怎么[SEP]谁说的我都不道那行[SEP]好了那我这边帮您取消了[SEP]不是怎么写现在取消不也扣费了吗[SEP]对是的那您要记得月末之前联系我们取消要不然下个月收费可以吗[SEP]啊我就我就说我用啊来天呗这钱都花了[SEP]可以的那请问还有什么可以帮助您的[SEP]没事了好了
您好请讲喂你好你能查查我手机都有啥业务好的我帮您看一下您这张卡现在用的是神州行大众卡每个月月租是三块钱包含彩铃包月额外您开了一个四十元七百兆的国内流量包十元一百兆的国内流量包基本上那个呗是吧十块钱那个给我取消吗十块钱那个取消是到月末它自动就失效了下个月就没有了啊四十块钱的是什么意思四十块钱七百兆的国内流量包不说完到那个晚上返二十吗那您办的时候有跟您说是吗对呀说了吗那这个具体的我们这边不清楚可能办的时候告诉您有返还他要是告诉您了就是有返还啊完了说还是什么四十元七百兆完赠送八百兆呀您是接到的电话吗还是通过哪里面就接电话是幺零八六打电话您这里有七百兆的国内流量他说不赠送八百兆那个那可能是现在赠送的还没有到账因为看到您这是刚开通的建议您这几天再打电话关注一下啊啊您还有其他的问题吗啊我,办理取消,1,2,您好请讲[SEP]喂你好你能查查我手机都有啥业务[SEP]好的我帮您看一下您这张卡现在用的是神州行大众卡每个月月租是三块钱包含彩铃包月额外您开了一个四十元七百兆的国内流量包十元一百兆的国内流量包[SEP]基本上那个呗是吧十块钱那个给我取消吗[SEP]十块钱那个取消是到月末它自动就失效了下个月就没有了[SEP]啊四十块钱的是什么意思[SEP]四十块钱七百兆的国内流量包[SEP]不说完到那个晚上返二十吗[SEP]那您办的时候有跟您说是吗[SEP]对呀说了吗[SEP]那这个具体的我们这边不清楚可能办的时候告诉您有返还他要是告诉您了就是有返还[SEP]啊完了说还是什么四十元七百兆完赠送八百兆呀[SEP]您是接到的电话吗还是通过哪里面[SEP]就接电话是幺零八六打电话[SEP]您这里有七百兆的国内流量[SEP]他说不赠送八百兆那个[SEP]那可能是现在赠送的还没有到账因为看到您这是刚开通的建议您这几天再打电话关注一下[SEP]啊啊[SEP]您还有其他的问题吗[SEP]啊我
哎呀您好很高兴为您服务谢谢喂你好现在这个因为这个这个号看了一下服务他是假的那个那个确实先使用这个是飞享套餐全国版的三十八一个月另外开通校讯通平安家校十块流量包还有这个校讯通三教育彩信那其他我帮您查询了一下没有什么收费业务了教育彩信都是按月两块这个亲情包不要了行但是需要发短信取消指令我发给您了是四个零您稍后先把它发送给幺零零八六发送完之后呢系统会给您回个信息提示您订购业务一是什么二是什么您看一下哪一项不需要在短信回复对应的序列号数字就可以进行取消卡这个平安家校多少钱那个挂了这是三十八了吧三十八了包月那个我三十八三十八包是县区那个五十分钟全国通话三百兆国内流量送十二个月每月送一百三十分钟本地通话和一百五十兆省内流量还有来电显示都包含在里面我把套餐资费也发给您看一下好你帮我把这看看行好的那您看其他需要能够帮到您的吗都是我不要了去了要不要流量开流量啊您说把十块流量包取消对对对行立即生效直接累计的也不能用按个一我帮您取消按一好确认成功我帮您取消过了好的谢谢啊不客气那其他需要帮到您的吗啊不需要了,办理取消,1,2,哎呀您好很高兴为您服务[SEP]谢谢喂你好现在这个因为这个这个号看了一下服务他是假的那个那个[SEP]确实先使用这个是飞享套餐全国版的三十八一个月另外开通校讯通平安家校十块流量包还有这个校讯通三教育彩信那其他我帮您查询了一下没有什么收费业务了[SEP]教育彩信都是按月[SEP]两块[SEP]这个亲情包不要了[SEP]行但是需要发短信取消指令我发给您了是四个零您稍后先把它发送给幺零零八六发送完之后呢系统会给您回个信息提示您订购业务一是什么[SEP]二是什么[SEP]您看一下哪一项不需要在短信回复对应的序列号数字就可以进行取消[SEP]卡这个平安家校多少钱那个挂了这是三十八了吧三十八了包月那个我三十八三十八包是县区那个[SEP]五十分钟全国通话三百兆国内流量送十二个月每月送一百三十分钟本地通话和一百五十兆省内流量还有来电显示都包含在里面我把套餐资费也发给您看一下[SEP]好你帮我把这看看[SEP]行好的那您看其他需要能够帮到您的吗[SEP]都是我不要了去了要不要流量开流量啊[SEP]您说把十块流量包取消[SEP]对对对[SEP]行立即生效直接累计的也不能用按个一我帮您取消按一好确认成功我帮您取消过了[SEP]好的谢谢啊[SEP]不客气那其他需要帮到您的吗[SEP]啊不需要了
您好很高兴为您服务呃呃我有一个号码你帮我转成十八元套餐吧号码是幺五九七八六零二三九九转套餐需要本机打过来才可以哦那行,办理变更,15,2,您好很高兴为您服务[SEP]呃呃我有一个号码你帮我转成十八元套餐吧号码是幺五九七八六零二三九九转套餐需要本机打过来才可以[SEP]哦那行
您好很高兴为您服务哎你好麻烦你帮我把这手机三十八套餐改成十八的套餐的呃这个套餐的话我看一下换的话您这个需要到营业厅来进行办理了呃为什么原来是原来幺零零八六不是能操作吗嗯因为这个现在降低套餐的话我们这边现在系统不支持的这个得到营业厅那边来厅直接办了哦去去新路营业厅哦都可以的只要是正规的移动营业大厅都行哦好谢谢啊,办理变更,15,2,您好很高兴为您服务[SEP]哎你好麻烦你帮我把这手机三十八套餐改成十八的套餐的[SEP]呃这个套餐的话我看一下换的话您这个需要到营业厅来进行办理了[SEP]呃为什么原来是原来幺零零八六不是能操作吗[SEP]嗯因为这个现在降低套餐的话我们这边现在系统不支持的这个得到营业厅那边来厅直接办了[SEP]哦去去新路营业厅[SEP]哦都可以的只要是正规的移动营业大厅都行[SEP]哦好谢谢啊
您好请讲你好就是你帮我换一个套餐吧这个手机请问有密码吗有有密码那个密码好像有吧试一下子请稍等给您提示音稍后输入一下四毛九诶我看一下我诶诶您好四四二零六二五百好嘞喂你好还有我现在谢谢您好请讲包月再见诶您好您好你好就是为您服务刚才诶一百五十兆呃您需要验密码输入错误了啊我那个手机密码好像我没有设置啊应该是随机密码吧又又回来说它自己随机的那请问这张卡是用您身份证入网办的吗对我身份证入网办的我稍后给您转到语音台用身份证号重新设置一下密码然后再联系我们好吧请您稍等一下不客气,办理变更,15,2,您好请讲[SEP]你好就是你帮我换一个套餐吧这个手机[SEP]请问有密码吗[SEP]有有密码那个密码好像有吧试一下子[SEP]请稍等给您提示音稍后输入一下[SEP]四[SEP]毛九诶我看一下我诶诶[SEP]您好[SEP]四四二零六二五百好嘞喂你好还有[SEP]我[SEP]现在谢谢您好请讲包月再见诶您好您好你好就是为您服务刚才诶一百五十兆呃您需要验密码输入错误了[SEP]啊我那个手机密码好像我没有设置啊应该是随机密码吧又又回来说它自己随机的[SEP]那请问这张卡是用您身份证入网办的吗[SEP]对我身份证入网办的[SEP]我稍后给您转到语音台用身份证号重新设置一下密码然后再联系我们好吧请您稍等一下[SEP]不客气
您好请讲哎您好你好刚才给我打电话说要给我办那个一月五十八的套餐嗯嗯是不是刚才给我打了非常抱歉这个通话记录咱们系统是查不到的之前是有接到这样电话吗刚才给我刚才给我打个给我办我自己的套餐这个一月给多少流量我就不用了我还用每月十块钱的套餐就够用恩您当时让他同同意让他给您办了吗他说从下个月开始我完我一下子同意爱丹路那边也说根本用不着好的那您稍等一下我帮您记录上报一下先生呃感谢耐心等待先生这个情况我帮您进行记录上报了然后由我们上级部门处理好了会给您打电话的请您关注一下回复电话嗯那请问还有什么问题可以帮您的没啥问题是这个问题我就不办了还是按原前那个就行了参加那一块钱一月十块钱恩好的您等待一下回复电话吧行,办理变更,15,2,您好请讲哎[SEP]您好[SEP]你好刚才给我打电话说要给我办那个一月五十八的套餐[SEP]嗯嗯[SEP]是不是刚才给我打了[SEP]非常抱歉这个通话记录咱们系统是查不到的之前是有接到这样电话吗[SEP]刚才给我刚才给我打个给我办我自己的套餐这个一月给多少流量我就不用了我还用每月十块钱的套餐就够用[SEP]恩您当时让他同同意让他给您办了吗[SEP]他说从下个月开始我完我一下子同意爱丹路那边也说根本用不着[SEP]好的那您稍等一下我帮您记录上报一下先生[SEP]呃[SEP]感谢耐心等待先生这个情况我帮您进行记录上报了然后由我们上级部门处理好了会给您打电话的请您关注一下回复电话嗯那请问还有什么问题可以帮您的[SEP]没啥问题是这个问题我就不办了还是按原前那个就行了[SEP]参加那[SEP]一块钱一月十块钱[SEP]恩好的您等待一下回复电话吧[SEP]行
您好请讲喂你好我这个想修改一下套餐您要改什么套餐就改那个最低那个八块钱那个不要流量的行身份证密码吗为您办理再见有请按照提示输入密码按井号键结束你好好嘞谢谢啊不客气请稍等三百哦卡套餐月租八块赠送给您五十分钟全国通话还有来电显超过之后呢全国打一毛九接免费那它那个办理的话下月生效哎好嘞然后额外咱们现在有一个来电提醒业务这个留着吗还是取消一个月三块来电提醒一月三块留着还是取消没了啊这个留着吧那就以后十一块钱消费了行吗啊好的谢谢然后不客气然后改完这个套餐之后的话咱们现在手机里面有一个除了这个您现在不是三十八套餐嘛它额外给您赠一个五百兆省内量如果现在就改完这个五百兆省内流量是立即失效现在就不能使用了行吗他那我那五百兆不要了行然后现在改套餐之后的话您原套餐的流量也是也截止啊这流量不不结转月末清零哎那行吧好的请稍等正在办理别着急啊请说对对对为您改完了八元套餐七月一号生效好嘞下月一号能生效是吧对是的啊好嘞谢谢不客气请问还有什么能帮您啊没有了没有了好的祝您生活愉快再见,办理变更,15,2,您好请讲[SEP]喂你好我这个想修改一下套餐[SEP]您要改什么套餐[SEP]就改那个最低那个八块钱那个不要流量的行身份证密码吗为您办理再见[SEP]有[SEP]请按照提示输入密码按井号键结束你好好嘞谢谢啊不客气请稍等[SEP]三百[SEP]哦[SEP]卡套餐月租八块赠送给您五十分钟全国通话还有来电显[SEP]超过之后呢全国打一毛九接免费那它那个办理的话下月生效哎好嘞[SEP]然后额外咱们现在有一个来电提醒业务这个留着吗还是取消一个月三块[SEP]来电提醒一月三块留着还是取消[SEP]没了[SEP]啊这个留着吧那就以后十一块钱消费了行吗啊好的谢谢然后不客气然后改完这个套餐之后的话咱们现在手机里面[SEP]有一个除了这个您现在不是三十八套餐嘛它额外给您赠一个五百兆省内量如果现在就改完这个五百兆省内流量是立即失效现在就不[SEP]能使用了行吗[SEP]他那我那五百兆不要了行然后现在改套餐之后的话您原套餐的流量也是也截止啊[SEP]这流量不[SEP]不结转月末清零哎那行吧好的请稍等正在办理别着急[SEP]啊请说[SEP]对对对[SEP]为您改完了八元套餐七月一号生效好嘞下月一号能生效是吧[SEP]对[SEP]是的啊好嘞谢谢[SEP]不客气请问还有什么能帮您啊没有了没有了好的祝您生活愉快再见
您好很高兴为您服务呃你再给我开个那个三块钱五百块钱那个五百兆那个流量包啊,办理开通,7,2,您好很高兴为您服务[SEP]呃你再给我开个那个三块钱五百块钱那个五百兆那个流量包啊
